,song,artist,cp,section,Track (last.fm),Artist (last.fm),Listener Count (last.fm),Play Count (last.fm),Genre (last.fm),Track (Spotify),Artist (Spotify),Popularity (Spotify),Release Date (Spotify)
830,Behind These Hazel Eyes,Kelly Clarkson,"6,4,1,5",Verse and Pre-Chorus,Behind These Hazel Eyes,Kelly Clarkson,476212,2757654,"pop, Kelly Clarkson, rock, pop rock, female vocalists",Behind These Hazel Eyes,Kelly Clarkson,62.0,2004-01-17
831,Behind These Hazel Eyes,Kelly Clarkson,"6,4,1,5",Chorus,Behind These Hazel Eyes,Kelly Clarkson,476212,2757654,"pop, Kelly Clarkson, rock, pop rock, female vocalists",Behind These Hazel Eyes,Kelly Clarkson,62.0,2004-01-17
832,Behind These Hazel Eyes,Kelly Clarkson,"6,4,1,5",Bridge,Behind These Hazel Eyes,Kelly Clarkson,476212,2757654,"pop, Kelly Clarkson, rock, pop rock, female vocalists",Behind These Hazel Eyes,Kelly Clarkson,62.0,2004-01-17
833,Party Encore,JayKay - Lil Wayne - Rick Ross - Mack 10 ,"6,4,1,5",Pre-Chorus and Chorus,,,,,,,,,
834,Everybody,Mike Candys,"6,4,1,5",Intro and Verse,Everybody,Mike Candys,321,1738,,,,,
835,Everybody,Mike Candys,"6,4,1,5",Pre-Chorus and Chorus,Everybody,Mike Candys,321,1738,,,,,
836,Alone,Armin van Buuren,"6,4,1,5",Intro,Alone,Armin van Buuren,48787,253655,"trance, dance trance, Dance-Trance, electronic, pop",,,,
837,Just A Dream,Nelly,"6,4,1,5",Instrumental,Just A Dream,Nelly,394244,2567691,"Hip-Hop, Nelly, rnb, hip hop, 2010",,,,
838,Everything I'm Not,The Veronicas,"6,4,1,5",Chorus,Everything I'm Not,The Veronicas,123665,829097,"pop, female vocalists, pop rock, rock, the veronicas",Everything I'm Not,The Veronicas,49.0,2005-10-18
839,4ever,The Veronicas,"6,4,1,5",Chorus,4ever,The Veronicas,204223,1464497,"pop rock, pop, female vocalists, rock, australian",4ever,The Veronicas,55.0,2005-10-18
840,Waiting on the World to Change,John Mayer,"6,4,1,5",Chorus,Waiting on the World to Change,John Mayer,655498,3990915,"john mayer, singer-songwriter, acoustic, rock, pop",,,,
841,That Don't Impress Me Much,Shania Twain,"6,4,1,5",Verse and Pre-Chorus,That Don't Impress Me Much,Shania Twain,235460,963658,"country, pop, female vocalists, Shania Twain, 90s",That Don't Impress Me Much,Shania Twain,70.0,1999-11-09
842,That Don't Impress Me Much,Shania Twain,"6,4,1,5",Chorus,That Don't Impress Me Much,Shania Twain,235460,963658,"country, pop, female vocalists, Shania Twain, 90s",That Don't Impress Me Much,Shania Twain,70.0,1999-11-09
843,A World Without Danger,Noam Kaniel,"6,4,1,5",Intro,A World Without Danger,Noam Kaniel,190,1479,,,,,
844,Intensive Care Unit,Renard,"6,4,1,5",Bridge,Intensive Care Unit,Renard,3311,29266,"electronic, chiptune, Renard, Meme Material of Awesomness, breakcore",,,,
845,Wrecking Ball,Miley Cyrus,"6,4,1,5",Chorus,Wrecking Ball,Miley Cyrus,485081,4867907,"pop, love at first listen, Ballad, 2013, Miley Cyrus",Wrecking Ball,Miley Cyrus,77.0,2013-10-04
846,Glycerine,Bush,"6,4,1,5",Intro and Verse,Glycerine,Bush,425009,2248599,"Grunge, rock, alternative, 90s, alternative rock",Glycerine,Bush,67.0,2014-10-14
847,Wedding Dress,Taeyang,"6,4,1,5",Intro,Wedding Dress,태양,35708,502073,"k-pop, Korean, taeyang, big bang, rnb",,,,
848,Hey Mario,Patent Pending,"6,4,1,5",Chorus,Hey Mario,Patent Pending,6135,51675,"pop punk, video game, fun, game, love at first listen",Hey Mario,Patent Pending,44.0,2013-10-08
849,Hey Mario,Patent Pending,"6,4,1,5",Verse,Hey Mario,Patent Pending,6135,51675,"pop punk, video game, fun, game, love at first listen",Hey Mario,Patent Pending,44.0,2013-10-08
850,Our God,Chris Tomlin,"6,4,1,5",Chorus,Our God,Chris Tomlin,40000,280030,"christian, worship, Chris Tomlin, Our God, gospel",Our God,Chris Tomlin,65.0,2010-01-01
851,Tears in Heaven,Eric Clapton,"6,4,1,5",Intro and Verse,Tears in Heaven,Eric Clapton,821970,4126633,"classic rock, blues, acoustic, guitar, rock",Tears in Heaven,Eric Clapton,61.0,1999-10-12
852,Don't Think Twice It's Alright,Bob Dylan,"6,4,1,5",Intro and Verse,Don't think twice it's alright,Bob Dylan,4166,23358,"rock, classic, acoustic, bluesy, Mellow",,,,
853,One of Us,Joan Osborne,"6,4,1,5",Intro,One of Us,Joan Osborne,371981,1898932,"female vocalists, rock, 90s, pop, singer-songwriter",,,,
854,Europa,Globus,"6,4,1,5",Intro,Europa,Globus,27694,270462,"orchestral, epic, cinematic rock, rock, choral",Europa,Globus,33.0,2014-09-09
855,Europa,Globus,"6,4,1,5",Verse,Europa,Globus,27694,270462,"orchestral, epic, cinematic rock, rock, choral",Europa,Globus,33.0,2014-09-09
856,Europa,Globus,"6,4,1,5",Chorus,Europa,Globus,27694,270462,"orchestral, epic, cinematic rock, rock, choral",Europa,Globus,33.0,2014-09-09
857,Europa,Globus,"6,4,1,5",Chorus Lead-Out,Europa,Globus,27694,270462,"orchestral, epic, cinematic rock, rock, choral",Europa,Globus,33.0,2014-09-09
858,Europa,Globus,"6,4,1,5",Pre-Chorus,Europa,Globus,27694,270462,"orchestral, epic, cinematic rock, rock, choral",Europa,Globus,33.0,2014-09-09
859,Jessica's Theme,Bruce Rowland,"6,4,1,5",Intro and Verse,Jessica's Theme,Bruce Rowland,111,456,,Jessica's Theme,Bruce Rowland,27.0,2007-01-01
860,Higher Love,Steve Winwood,"6,4,1,5",Chorus,Higher Love,Steve Winwood,163189,586532,"80s, classic rock, pop, steve winwood, rock",Higher Love,Steve Winwood,65.0,1986-06-30
861,Silver Scrapes,Danny McCarthy,"6,4,1,5",Intro,Silver Scrapes,Danny McCarthy,1333,15848,,,,,
862,Silver Scrapes,Danny McCarthy,"6,4,1,5",Verse,Silver Scrapes,Danny McCarthy,1333,15848,,,,,
863,Stick to the Status Quo,High School Musical,"6,4,1,5",Chorus,Stick to the Status Quo,High School Musical,57841,237936,"Disney, High School Musical, musical, Soundtrack, guilty pleasure",,,,
864,Heartbeat,Klaas,"6,4,1,5",Intro and Verse,Heartbeat,Klaas,955,5446,"pop, female vocalists, dance, kim petras",,,,
865,Always,Panama,"6,4,1,5",Chorus,Always,Panama,115412,529982,"indie, electronic, indie pop, 2014, Soundtrack",,,,
866,Nice Guys,nigahiga,"6,4,1,5",Chorus,Nice Guys,Nigahiga,578,7081,nice guys,,,,
867,Nothing Ever Happens,Del Amitri,"6,4,1,5",Verse,Nothing Ever Happens,Del Amitri,45562,204232,"rock, pop, acoustic, Scottish, 90s",Nothing Ever Happens,Del Amitri,36.0,1989
868,Eggs -Furries In A Blender RMX-,Mayhem,"6,4,1,5",Intro,,,,,,,,,
869,Eggs -Furries In A Blender RMX-,Mayhem,"6,4,1,5",Pre-Chorus,,,,,,,,,
870,The Spark,Afrojack,"6,4,1,5",Chorus,The Spark,Afrojack,82586,367041,"electronic, dance, Afrojack, 2013 single, pop",The Spark,Afrojack,60.0,2014-01-01
871,Unconditionally,Katy Perry,"6,4,1,5",Verse,Unconditionally,Katy Perry,268366,2543686,"pop, Ballad, katy perry, love at first listen, prism",Unconditionally,Katy Perry,75.0,2013-01-01
872,ICE CREAM TRUCK,Neighborhood Annoyance ,"6,4,1,5",Solo,,,,,,,,,
873,You Raise Me Up,Josh Groban,"6,4,1,5",Chorus,You Raise Me Up,Josh Groban,103189,623156,"Josh Groban, easy listening, pop, Love, classical pop",You Raise Me Up,Josh Groban,60.0,2003-11-11
874,You're Gonna Go Far Kid,The Offspring,"6,4,1,5",Verse,"You're Gonna Go Far, Kid",The Offspring,600674,5425134,"punk rock, rock, punk, The Offspring, dance fucker dance","You're Gonna Go Far, Kid",The Offspring,79.0,2008-06-17
875,You're Gonna Go Far Kid,The Offspring,"6,4,1,5",Pre-Chorus and Chorus,"You're Gonna Go Far, Kid",The Offspring,600674,5425134,"punk rock, rock, punk, The Offspring, dance fucker dance","You're Gonna Go Far, Kid",The Offspring,79.0,2008-06-17
876,Tears of The Dragon,Bruce Dickinson,"6,4,1,5",Chorus,Tears of the Dragon,Bruce Dickinson,132492,850168,"heavy metal, bruce dickinson, metal, hard rock, rock",,,,
877,Master of the wind,Manowar,"6,4,1,5",Chorus,Master of the Wind,Manowar,67466,374200,"heavy metal, Ballad, metal, true metal, manowar",Master of the Wind,Manowar,48.0,1992-09-22
878,Blood Brothers,Iron Maiden,"6,4,1,5",Chorus,Blood Brothers,Iron Maiden,251297,1869103,"heavy metal, metal, Iron Maiden, NWOBHM, New Wave of British Heavy Metal",,,,
879,No more lies,Iron Maiden,"6,4,1,5",Verse and Pre-Chorus,No More Lies,Iron Maiden,188725,1192574,"heavy metal, metal, Iron Maiden, NWOBHM, rock",No More Lies,Iron Maiden,14.0,2011-06-06
880,To The Stars,Braken,"6,4,1,5",Intro and Verse,To the Stars,Braken,16455,114098,"drumstep, electronica, remix, video game, happy hardcore",,,,
881,Electricity,Orchestral Manoeuvres in the Dark,"6,4,1,5",Intro,Electricity,Orchestral Manoeuvres in the Dark,148964,636149,"80s, new wave, electronic, synthpop, synth pop",,,,
882,Don't Think Twice It's Alright,Bob Dylan,"6,4,1,5",Chorus,Don't think twice it's alright,Bob Dylan,4166,23358,"rock, classic, acoustic, bluesy, Mellow",,,,
883,Crash My Party,Luke Bryan,"6,4,1,5",Verse,Crash My Party,Luke Bryan,51350,315711,"country, KKK Country, racist country, similar to johnny rebel, edgy",Crash My Party,Luke Bryan,63.0,2013-01-01
884,Self Destruct,Pegboard Nerds,"6,4,1,5",Chorus,Self Destruct,Pegboard Nerds,26284,165935,"dubstep, electronic, electronica, remix, Brostep",Self Destruct,Pegboard Nerds,46.0,2012-10-11
885,We Own The Night,The Wanted,"6,4,1,5",Chorus,We Own the Night,The Wanted,48022,319823,"pop, dance, electronic, better than selena gomez, piano",,,,
886,Hey Brother,Avicii,"6,4,1,5",Intro and Verse,Hey Brother,Avicii,447893,3461317,"dance, pop, electronic, country house, country",Hey Brother,Avicii,79.0,2013-01-01
887,Satisfied in You,the Sing Team,"6,4,1,5",Chorus,Satisfied in You,The Sing Team,72,221,mars hill,,,,
888,Save Tonight,Eagle Eye Cherry,"6,4,1,5",Intro,Save Tonight,Eagle-Eye Cherry,728429,4371984,"90s, rock, pop, alternative, pop rock",Save Tonight,Eagle-Eye Cherry,66.0,1998-07-13
889,Amazing,Alex Lloyd,"6,4,1,5",Chorus,Amazing,Alex Lloyd,27168,116367,"australian, pop, singer-songwriter, acoustic, amazing",,,,
890,Torn,Natalie Imbruglia,"6,4,1,5",Chorus,Torn,Natalie Imbruglia,830786,4707157,"pop, female vocalists, 90s, rock, australian",Torn,Natalie Imbruglia,67.0,1998-01-08
891,Torn,Natalie Imbruglia,"6,4,1,5",Outro,Torn,Natalie Imbruglia,830786,4707157,"pop, female vocalists, 90s, rock, australian",Torn,Natalie Imbruglia,67.0,1998-01-08
892,Your Love is a Song,Switchfoot,"6,4,1,5",Intro,Your Love Is a Song,Switchfoot,81588,583628,"rock, christian, alternative, christian rock, awesome lyrics",Your Love Is a Song,Switchfoot,52.0,2009-11-03
893,Bold as love,Jimi Hendrix,"6,4,1,5",Intro and Verse,Bold As Love,Jimi Hendrix,236200,927643,"classic rock, rock, blues, psychedelic, guitar",,,,
894,Bold as love,Jimi Hendrix,"6,4,1,5",Chorus,Bold As Love,Jimi Hendrix,236200,927643,"classic rock, rock, blues, psychedelic, guitar",,,,
895,Say Something,A Great Big World,"6,4,1,5",Intro,Say Something,A Great Big World,353282,2514729,"indie pop, indie, sad, pop, piano",Say Something,A Great Big World,80.0,2014-01-17
896,Somewhere Over the Rainbow,Israel Kamakawiwoole,"6,4,1,5",Intro,Somewhere Over The Rainbow,Israel Kamakawiwo'ole,134089,1055855,"acoustic, Hawaiian, world, cover, folk",,,,
897,Somewhere Over the Rainbow,Israel Kamakawiwoole,"6,4,1,5",Bridge,Somewhere Over The Rainbow,Israel Kamakawiwo'ole,134089,1055855,"acoustic, Hawaiian, world, cover, folk",,,,
898,Storm Spirits,MistFolk,"6,4,1,5",Pre-Chorus and Chorus,Storm spirits,Mistfolk,7,13,,,,,
899,May It Be,Enya,"6,4,1,5",Verse,May It Be,Enya,298519,1903012,"celtic, new age, Soundtrack, enya, female vocalists",May It Be,Enya,67.0,2001-11-19
900,Demons,Imagine Dragons,"6,4,1,5",Intro and Verse,Demons,Imagine Dragons,784580,7887108,"rock, indie, alternative, indie rock, IMAGINE DRAGONS",,,,
901,Demons,Imagine Dragons,"6,4,1,5",Pre-Chorus and Chorus,Demons,Imagine Dragons,784580,7887108,"rock, indie, alternative, indie rock, IMAGINE DRAGONS",Demons,Imagine Dragons,75.0,2012-09-04
902,Punga,Klingande,"6,4,1,5",Verse,Punga,Klingande,45907,209701,"electronic, dance, deep house, tropical house, pop",Punga,Klingande,50.0,2014-03-11
903,As I Lay Me Down,Sophie B Hawkins,"6,4,1,5",Intro and Verse,As I Lay Me Down,Sophie B. Hawkins,80272,326637,"pop, female vocalists, 90s, singer-songwriter, Mellow",As I Lay Me Down,Sophie B. Hawkins,55.0,1994-07-21
904,The Wicker Man,Iron Maiden,"6,4,1,5",Verse and Pre-Chorus,The Wicker Man,Iron Maiden,333653,2313440,"heavy metal, metal, Iron Maiden, NWOBHM, hard rock",The Wicker Man,Iron Maiden,24.0,2011-06-06
905,The Wicker Man,Iron Maiden,"6,4,1,5",Chorus Lead-Out,The Wicker Man,Iron Maiden,333653,2313440,"heavy metal, metal, Iron Maiden, NWOBHM, hard rock",The Wicker Man,Iron Maiden,24.0,2011-06-06
906,Still loving you,Scorpions,"6,4,1,5",Chorus,Still Loving You,Scorpions,497872,3267642,"classic rock, rock, hard rock, 80s, Ballad",Still Loving You,Scorpions,74.0,2011-11-04
907,Let It Go,Idina Menzel,"6,4,1,5",Chorus,Let It Go,Idina Menzel,213107,2136151,"Soundtrack, Disney, frozen, pop, the cold never bothered me anyway",,,,
908,Ai -'ation-,UNiTE,"6,4,1,5",Chorus,Ai -'ation-,UNITE,3,6,,,,,
909,Lieder,Adel Tawil,"6,4,1,5",Verse,Lieder,Adel Tawil,24314,208386,"pop, rock, deutsch, german, Musikgruppe Berufsbildungswerk Neumuenster",Lieder,Adel Tawil,61.0,2013-11-08
910,Nothing In This World,Paris Hilton,"6,4,1,5",Chorus,Nothing in This World,Paris Hilton,142681,859256,"pop, dance, Paris Hilton, catchy, electropop",Nothing in This World,Paris Hilton,49.0,2006-08-14
911,Bailamos,Enrique Iglesias,"6,4,1,5",Chorus,Bailamos,Enrique Iglesias,142047,741875,"latin, pop, dance, Enrique Iglesias, spanish",Bailamos,Enrique Iglesias,55.0,1999-11-23
912,Push Play,Miriam Bryant,"6,4,1,5",Chorus,Push Play,Miriam Bryant,26488,148266,"alternative, pop, indie pop, indie, swedish",,,,
913,Take Me Home - Country Roads,John Denver,"6,4,1,5",Chorus,Take Me Home - Country Roads,John Denver,1,6,,,,,
914,Whiskey Lullaby,Brad Paisley and Alison Krauss,"6,4,1,5",Chorus,Whiskey Lullaby,Brad Paisley,71912,350877,"country, sad, brad paisley, duet, my favorite",Whiskey Lullaby,Brad Paisley,64.0,2003-01-01
915,PEWDIEPIE Song,Dj Fortify,"6,4,1,5",Solo 1,PEWDIEPIE Song,DJ Fortify,1071,11046,Hello Pewdie c:,,,,
916,PEWDIEPIE Song,Dj Fortify,"6,4,1,5",Solo 2,PEWDIEPIE Song,DJ Fortify,1071,11046,Hello Pewdie c:,,,,
917,Circles,Audien feat Ruby Prophet,"6,4,1,5",Instrumental,Circles,Audien feat. Ruby Prophet,1369,5432,,,,,
918,Willst Du,Alligatoah,"6,4,1,5",Intro,Willst du,Alligatoah,60853,602872,"german, pop, rap, deutsch, german hiphop",Willst du,Alligatoah,67.0,2013-08-02
919,Willst Du,Alligatoah,"6,4,1,5",Chorus,Willst du,Alligatoah,60853,602872,"german, pop, rap, deutsch, german hiphop",Willst du,Alligatoah,67.0,2013-08-02
920,Crazy Train,Ozzy Osbourne,"6,4,1,5",Chorus,Crazy Train,Ozzy Osbourne,703844,3591077,"heavy metal, metal, hard rock, classic rock, rock",Crazy Train,Ozzy Osbourne,79.0,1980-09-20
921,Clarity Vicetone Remix ,Zedd-ft-Foxes,"6,4,1,5",Chorus,,,,,,,,,
922,Hurricane,Dzeko-and-Torres-vs-Sarah-McLeod,"6,4,1,5",Chorus,,,,,,,,,
923,Take On Me,A-ha,"6,4,1,5",Chorus,Take on Me,a-ha,1196592,7602511,"80s, pop, new wave, synthpop, synth pop",Take on Me,a-ha,85.0,1985-06-01
924,American Girl,Bonnie Mckee,"6,4,1,5",Verse,American Girl,Bonnie McKee,39676,384404,"pop, summer, electronic, singer-songwriter, electropop",American Girl,Bonnie McKee,50.0,2013-07-23
925,Energy Drink,Virtual Riot,"6,4,1,5",Chorus,Energy Drink,Virtual Riot,9025,70296,"electro, electronic, electro house, no vocals, virtual riot",Energy Drink,Virtual Riot,54.0,2017-05-05
926,Smoke Rings in the Dark,Gary Allan,"6,4,1,5",Chorus,Smoke Rings In The Dark,Gary Allan,42314,116643,"country, gary allan, Smoke Rings In the Dark, male country, linedance",Smoke Rings In The Dark,Gary Allan,40.0,2007-01-01
927,Whistle,Flo RIda,"6,4,1,5",Chorus,Whistle,Flo Rida,389492,2679289,"Hip-Hop, Flo Rida, pop, 2012, dance",Whistle,Flo Rida,76.0,2012-06-22
928,Flying Butterfly,YB,"6,4,1,5",Pre-Chorus,Flying Butterfly,YB,4,12,,,,,
929,Flying Butterfly,YB,"6,4,1,5",Chorus,Flying Butterfly,YB,4,12,,,,,
930,Self Esteem,The Offspring,"6,4,1,5",Verse,Self Esteem,The Offspring,793864,4795793,"punk rock, punk, rock, 90s, alternative",Self Esteem,The Offspring,73.0,2005-06-21
931,Undo,Sanna Nielsen,"6,4,1,5",Chorus,Undo,Sanna Nielsen,33952,274103,"Eurovision, swedish, Sweden, Eurovision Song Contest, ESC",Undo,Sanna Nielsen,57.0,2014-06-30
932,Narben,Alligatoah,"6,4,1,5",Pre-Chorus and Chorus,Narben,Alligatoah,23110,196418,"rap, Hip-Hop, hip hop, pop, german",Narben,Alligatoah,57.0,2013-08-02
933,Limbo,Daddy Yankee,"6,4,1,5",Chorus,Limbo,Daddy Yankee,69755,411701,"Reggaeton, Nassa, reggae, latin, youtube",Limbo,Daddy Yankee,73.0,2012-01-01
934,Red Lights,Tiesto,"6,4,1,5",Chorus,Red Lights,Tiësto,189383,1091175,"electronic, dance, pop, dance pop, 2014",Red Lights,Tiësto,71.0,2014-06-13
935,Hall of Fame,The Script,"6,4,1,5",Intro,Hall of Fame,The Script,406700,2925535,"pop, hall of fame, pop rock, rock, irish",Hall of Fame,The Script,73.0,2012-09-10
936,Hall of Fame,The Script,"6,4,1,5",Chorus,Hall of Fame,The Script,406700,2925535,"pop, hall of fame, pop rock, rock, irish",Hall of Fame,The Script,73.0,2012-09-10
937,All of Me,John Legend,"6,4,1,5",Intro and Verse,All of Me,John Legend,517303,4216877,"rnb, pop, 2014, Love, r&b",All of Me,John Legend,87.0,2013-08-30
938,All of Me,John Legend,"6,4,1,5",Pre-Chorus and Chorus,All of Me,John Legend,517303,4216877,"rnb, pop, 2014, Love, r&b",All of Me,John Legend,87.0,2013-08-30
939,Dirty Little Secret,The All-American Rejects,"6,4,1,5",Verse,Dirty Little Secret,The All-American Rejects,660362,4000267,"rock, alternative, pop punk, punk, emo",Dirty Little Secret,The All-American Rejects,72.0,2005-01-01
940,Big In Japan,Alphaville,"6,4,1,5",Intro,Big In Japan,Alphaville,329861,1712639,"80s, pop, new wave, synthpop, synth pop",,,,
941,Little Lion Man,Mumford and Sons,"6,4,1,5",Chorus,Little Lion Man,Mumford & Sons,942203,9227280,"folk, indie folk, indie, british, music to chase squirrels by",Little Lion Man,Mumford & Sons,69.0,2009-10-02
942,Cruise,Florida Georgia Line,"6,4,1,5",Chorus,Cruise,Florida Georgia Line,138592,847152,"country, summer, cruise, flo rida Georgia line cruise, american",Cruise,Florida Georgia Line,72.0,2012-01-01
943,Under The Bridge,Red Hot Chili Peppers,"6,4,1,5",Verse,Under the Bridge,Red Hot Chili Peppers,1568628,11159945,"rock, alternative, Red Hot Chili Peppers, 90s, alternative rock",Under the Bridge,Red Hot Chili Peppers,83.0,1991-09-24
944,Phoenix,All Levels at Once,"6,4,1,5",Chorus,Phoenix,All Levels at Once,205,1500,electronic,,,,
945,Big Girls Don't Cry,Fergie,"6,4,1,5",Chorus,Big Girls Don't Cry,Fergie,402635,2152756,"pop, Fergie, female vocalists, rnb, Ballad",,,,
946,Breakaway,Kelly Clarkson,"6,4,1,5",Pre-Chorus and Chorus,Breakaway,Kelly Clarkson,529075,2862972,"pop, Kelly Clarkson, female vocalists, pop rock, rock",Breakaway,Kelly Clarkson,67.0,2004-01-17
947,I Surrender Hixxy Hardcore Remix,Cadence,"6,4,1,5",Chorus,I Surrender Hixxy Hardcore Remix,Cadence,1,1,,,,,
948,Painful Like,Austra,"6,4,1,5",Chorus,Painful Like,Austra,60499,318856,"synthpop, female vocalists, Canadian, 2013, 10s",Painful Like,Austra,34.0,2013-06-17
949,Blueshift Galaxy,HertzDevil,"6,4,1,5",Intro,Blueshift Galaxy,HertzDevil,26,130,,,,,
950,San Francisco,Scott McKenzie,"6,4,1,5",Chorus,San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie,342156,1756891,"60s, oldies, classic rock, Flower Power, folk",San Francisco (Be Sure to Wear Flowers in Your Hair),Scott McKenzie,56.0,1959
951,Get Back ASAP,Alexandra Stan,"6,4,1,5",Chorus,Get Back ASAP,Alexandra Stan,9578,46533,dance,,,,
952,Patience,Guns N' Roses,"6,4,1,5",Chorus,Patience,Guns N' Roses,614486,3620965,"rock, hard rock, classic rock, Guns N Roses, 80s",Patience,Guns N' Roses,68.0,1987-07-29
953,Where Is The Love,Black Eyed Peas,"6,4,1,5",Chorus,Where Is the Love,Black Eyed Peas,646790,3342768,"Hip-Hop, black eyed peas, pop, rnb, hip hop",,,,
954,Metal Gear,Harry Gregson-Williams,"6,4,1,5",Outro,Metal Gear,Harry Gregson-Williams,1395,5503,,,,,
955,Que Sera,Justice Crew,"6,4,1,5",Instrumental,Que Sera,Justice Crew,9177,58121,"australian, fun, pop, dance, Radio",Que Sera,Justice Crew,50.0,2014-05-02
956,Whenever Wherever,Shakira,"6,4,1,5",Chorus,Whenever Wherever,Shakira,16237,103230,"pop, dance, latin, Shakira, latino",,,,
957,Whenever Wherever,Shakira,"6,4,1,5",Instrumental,Whenever Wherever,Shakira,16237,103230,"pop, dance, latin, Shakira, latino",,,,
958,Dreaming in Stereo - Under The Moon,Michael Walthius,"6,4,1,5",Chorus,,,,,,,,,
959,What You Need,Les Friction,"6,4,1,5",Chorus,What You Need,Les Friction,4512,25905,"Symphonic Rock, rock, alternative rock, male vocalist, Les Friction",,,,
960,Find Yourself,John O'Callaghan ft Sarah Howells,"6,4,1,5",Verse and Pre-Chorus,Find Yourself,John O'Callaghan feat. Sarah Howells,6220,40380,"trance, vocal trance, rock, party, 00s",,,,
961,Dear Darlin,Olly Murs ,"6,4,1,5",Chorus,,,,,,,,,
962,Young Volcanoes,Fall Out Boy,"6,4,1,5",Verse,Young Volcanoes,Fall Out Boy,149411,1329644,"pop punk, Fall Out Boy, alternative, pop rock, american",Young Volcanoes,Fall Out Boy,58.0,2013-01-01
