,artist,cp,section,song,type
19111,Katy Perry,"5,2,4",Verse and Pre-Chorus,Wide Awake,3 chord
19112,Oasis,"5,2,4",Chorus,Stop Crying Your Heart Out,3 chord
19113,Pink,"5,2,4",Chorus,U and Ur Hand,3 chord
19114,Rawnald Gregory Erickson the Second,"5,2,4",Intro,Starfucker,3 chord
19115,Taylor Swift,"5,2,4",Chorus,You Belong With Me,3 chord
19116,Taylor Swift,"5,2,4",Verse,You Belong With Me,3 chord
19117,The Cure,"5,2,4",Solo,Just Like Heaven,3 chord
19118,The Decemberists,"5,2,4",Chorus,Won't Want For Love,3 chord
19119,Train,"5,2,4",Pre-Chorus,Drive By,3 chord
19120,Avril Lavigne,"5,2,4",Chorus,Complicated,3 chord
19121,Deep Purple,"5,2,4",Intro,Smoke on the Water,3 chord
19122,Green Day,"5,2,4",Verse and Pre-Chorus,Boulevard of Broken Dreams,3 chord
19123,Selena,"5,2,4",Verse and Pre-Chorus,I Could Fall In Love,3 chord
19124,Porter Robinson,"5,2,4",Pre-Chorus,Unison,3 chord
19125,Porter Robinson,"5,2,4",Chorus,Unison,3 chord
19126,Daft Punk,"5,2,4",Intro,New Untitled Song,3 chord
19127,Hefner,"5,2,4",Chorus,The Day That Thatcher Dies,3 chord
19128,Nsync,"5,2,4",Verse,Bye Bye bye,3 chord
19129,Cher,"5,2,4",Chorus,Believe,3 chord
19130,Passion Pit,"5,2,4",Verse,Take A Walk,3 chord
19131,Katy Perry,"5,2,4",Verse,Hot N Cold,3 chord
19132,Katy Perry,"5,2,4",Chorus,Hot N Cold,3 chord
19133,Imagine Dragons,"5,2,4",Chorus,Radioactive,3 chord
19134,Justin Timberlake,"5,2,4",Verse,What Goes Around Comes Around,3 chord
19135,Alice In Chains,"5,2,4",Chorus,Man In The Box,3 chord
19136,Coldplay,"5,2,4",Intro,Paradise,3 chord
19137,Howard Blake,"5,2,4",Verse,Walking In The Air,3 chord
19138,Celine Dion,"5,2,4",Chorus,That's the Way It Is,3 chord
19139,SoulEye,"5,2,4",Solo,Potential for Anything,3 chord
19140,The Veronicas,"5,2,4",Chorus,Everything I'm Not,3 chord
19141,The Veronicas,"5,2,4",Chorus,4ever,3 chord
19142,Carolina Liar,"5,2,4",Verse,I'm Not Over,3 chord
19143,Lana Del Rey,"5,2,4",Intro and Verse,Summertime Sadness,3 chord
19144,Lana Del Rey,"5,2,4",Chorus,Summertime Sadness,3 chord
19145,Swedish House Mafia,"5,2,4",Instrumental,One,3 chord
19146,Lana Del Rey,"5,2,4",Chorus,Without You,3 chord
19147,Kurt Vile,"5,2,4",Chorus,KV Crimes,3 chord
19148,Gary Jules,"5,2,4",Verse,Mad World,3 chord
19149,Two Steps From Hell,"5,2,4",Intro,Breathe,3 chord
19150,Evermore,"5,2,4",Chorus,Running,3 chord
19151,Imagine Dragons,"5,2,4",Chorus,On Top of the World,3 chord
19152,The Cure,"5,2,4",Verse,The Figurehead,3 chord
19153,Smash Mouth,"5,2,4",Intro,Allstar,3 chord
19154,Smash Mouth,"5,2,4",Intro and Verse,Allstar,3 chord
19155,Sarah Blasko,"5,2,4",Chorus,Flame Trees,3 chord
19156,Enya,"5,2,4",Verse,Caribbean Blue,3 chord
19157,Jungle,"5,2,4",Chorus,The Heat,3 chord
19158,Knife Party,"5,2,4",Bridge,Tourniquet,3 chord
19159,Lana Del Rey,"5,2,4",Chorus,Radio,3 chord
19160,Pegboard Nerds and Tristam,"5,2,4",Verse,Razor Sharp,3 chord
19161,Blind Guardian,"5,2,4",Chorus,The Bard's Song,3 chord
19162,Helloween,"5,2,4",Verse and Pre-Chorus,Perfect Gentelman,3 chord
19163,Lady Gaga,"5,2,4",Chorus,Telephone,3 chord
19164,Bakermat,"5,2,4",Chorus,Uizicht,3 chord
19165,Adel Tawil,"5,2,4",Verse,Lieder,3 chord
19166,Jack Wall,"5,2,4",Intro and Verse,Slim Chances,3 chord
19167,Jack Wall,"5,2,4",Pre-Chorus and Chorus,Slim Chances,3 chord
19168,Paris Hilton,"5,2,4",Verse and Pre-Chorus,Nothing In This World,3 chord
19169,Veracocha,"5,2,4",Verse and Pre-Chorus,Carte Blanche,3 chord
19170,Veracocha,"5,2,4",Chorus,Carte Blanche,3 chord
19171,The Smiths,"5,2,4",Verse,What She Said,3 chord
19172,Idina Menzel,"5,2,4",Bridge,Let It Go,3 chord
19173,Instrumental Core,"5,2,4",Chorus,The Angels Among Demons,3 chord
19174,Peter Schilling,"5,2,4",Chorus,Major Tom - Voellig Losgeloest,3 chord
19175,Instrumental Core,"5,2,4",Intro,Free Run,3 chord
19176,PrototypeRaptor,"5,2,4",Pre-Chorus and Chorus,Timeless,3 chord
19177,Alesso feat Matthew Koma,"5,2,4",Chorus,Years,3 chord
19178,Mat Zo,"5,2,4",Chorus,The Lost,3 chord
19179,Zedd,"5,2,4",Chorus,Spectrum - Arty Remix,3 chord
19180,Arty,"5,2,4",Chorus,When I See You,3 chord
19181,Studio Killers,"5,2,4",Chorus,Eros and Apollo,3 chord
19182,Tristam and Braken,"5,2,4",Pre-Chorus,Frame of Mind,3 chord
19183,Semisonic,"5,2,4",Intro and Verse,Closing Time,3 chord
19184,Shakira,"5,2,4",Chorus,Las De La Intuicion,3 chord
19185,Imagine Dragons,"5,2,4",Chorus,Monster,3 chord
19186,Nintendo,"5,2,4",Intro and Verse,Elder Princess Shroob Battle,3 chord
19187,Muzzy,"5,2,4",Intro,The Phantom,3 chord
19188,Ellie Goulding,"5,2,4",Chorus,Figure 8,3 chord
19189,Ellie Goulding,"5,2,4",Solo,Figure 8,3 chord
19190,Hans Zimmer,"5,2,4",Verse,Time,3 chord
19191,Ogge,"5,2,4",Pre-Chorus,Kuk,3 chord
19192,Soundprank,"5,2,4",Chorus,Animus,3 chord
19193,Lindsey Stirling,"5,2,4",Intro,Elements,3 chord
19194,Lindsey Stirling,"5,2,4",Verse,Elements,3 chord
19195,Lindsey Stirling,"5,2,4",Pre-Chorus,Elements,3 chord
19196,Lindsey Stirling,"5,2,4",Chorus Lead-Out,Elements,3 chord
19197,Nightwish,"5,2,4",Verse and Pre-Chorus,The Poet and the Pendulum,3 chord
19198,Enrique ft Descemer Bueno Gente De Zona,"5,2,4",Verse and Pre-Chorus,Bailando Espanol,3 chord
19199,Archie feat Brenton Mattheus,"5,2,4",Verse and Pre-Chorus,Kingdom ,3 chord
19200,Game Freak,"5,2,4",Verse,Vs Wild Pokemon - Unova,3 chord
19201,Scribit,"5,2,4",Chorus,Tropic,3 chord
19202,Magic Man,"5,2,4",Chorus,Paris,3 chord
19203,ABBA,"5,2,4",Chorus,SOS,3 chord
19204,Eiffel65,"5,2,4",Instrumental,Living In A Bubble,3 chord
19205,Eiffel65,"5,2,4",Chorus,Living In A Bubble,3 chord
19206,Blue Lagoon,"5,2,4",Chorus,Break My Stride,3 chord
19207,Alphaville,"5,2,4",Verse,Forever Young,3 chord
19208,Maison and Dragen,"5,2,4",Chorus,Colosseum,3 chord
19209,Alphaville,"5,2,4",Chorus,Forever Young,3 chord
19210,Konami,"5,2,4",Intro,Castlevania AoS - Epilogue,3 chord
19211,Miike Snow,"5,2,4",Chorus,Bavarian 1 - Dimitri Vangelis and Wyman Remix,3 chord
19212,Serge Gainsbourg and Brigitte Bardot,"5,2,4",Intro,Bonnie and Clyde,3 chord
19213,Ryan Dorin,"5,2,4",Solo,Happy Factory,3 chord
19214,Ryan Dorin,"5,2,4",Instrumental,Happy Factory,3 chord
19215,Avril Lavigne,"5,2,4",Chorus,When You're Gone,3 chord
19216,Divine,"5,2,4",Chorus,I'm So Beautiful,3 chord
19217,Animusic,"5,2,4",Verse,Future Retro,3 chord
19218,Hilltop Hoods,"5,2,4",Instrumental,The Nosebleed Section ,3 chord
19219,Owl City,"5,2,4",Pre-Chorus,When Can I See You Again,3 chord
19220,Owl City,"5,2,4",Chorus,When Can I See You Again,3 chord
19221,Imagine Dragons,"5,2,4",Pre-Chorus,Monster,3 chord
19222,We the Kings,"5,2,4",Chorus,Stay Young,3 chord
19223,The Flashbulb,"5,2,4",Chorus,Autumn Insomnia Session,3 chord
19224,Bebe Rexha,"5,2,4",Instrumental,I Can't Stop Drinking About You - Otto Knows Remix,3 chord
19225,Linkin Park,"5,2,4",Verse and Pre-Chorus,New Divide,3 chord
19226,Summer School,"5,2,4",Chorus,Control,3 chord
19227,The Doors,"5,2,4",Verse,Love Her Madly,3 chord
19228,Vertical Horizon,"5,2,4",Chorus,Echo,3 chord
19229,Franz Ferdinand,"5,2,4",Verse,Matinee,3 chord
19230,Moby,"5,2,4",Intro,Porcelain,3 chord
19231,Chase and Status,"5,2,4",Chorus,Blind Faith,3 chord
19232,Nelly Furtado,"5,2,4",Chorus,I'm Like A Bird,3 chord
19233,Rob Thomas,"5,2,4",Chorus,Her Diamonds,3 chord
19234,Lily Allen,"5,2,4",Chorus,Not Fair,3 chord
19235,Mikkas,"5,2,4",Instrumental,Syndrome,3 chord
19236,hh,"5,2,4",Intro,hhh,3 chord
19237,Madonna,"5,2,4",Chorus,Give Me All Your Luvin',3 chord
19238,Nick Jonas,"5,2,4",Chorus,Chains,3 chord
19239,Kaiser Chiefs,"5,2,4",Intro and Verse,Love's Not A Competition But I'm Winning,3 chord
19240,Heatbeat,"5,2,4",Intro,Afterthought,3 chord
19241,Matt Lange Vs Gareth Emery,"5,2,4",Chorus,Another You Another Me,3 chord
19242,Animusic,"5,2,4",Chorus,Acoustic Curves,3 chord
19243,Friendly Fires,"5,2,4",Chorus,Kiss Of Life,3 chord
19244,City 17,"5,2,4",Chorus,Toxin,3 chord
19245,Steve Angello,"5,2,4",Chorus,Children Of The Wild,3 chord
19246,ilan Bluestone,"5,2,4",Pre-Chorus and Chorus,43,3 chord
19247,Alt-J,"5,2,4",Verse,Matilda,3 chord
19248,Vicetone,"5,2,4",Chorus,United We Dance,3 chord
19249,Austin Cassidy,"5,2,4",Pre-Chorus and Chorus,Find Our Way ft Crystal Castagnazzi,3 chord
19250,Zedd,"5,2,4",Verse,Papercut feat Troye Sivan,3 chord
19251,The Electric Warehouse,"5,2,4",Solo 1,If I Forget,3 chord
19252,The Electric Warehouse,"5,2,4",Solo 2,If I Forget,3 chord
19253,VNV Nation Remix,"5,2,4",Instrumental,Suicide Commando - Hellraiser,3 chord
19254,Amy Diamond,"5,2,4",Chorus,What's In It For Me,3 chord
19255,Symphony X,"5,2,4",Chorus,Paradise Lost,3 chord
19256,M83,"5,2,4",Verse,Oblivion,3 chord
19257,Romeo Santos,"5,2,4",Verse,La Diabla,3 chord
19258,Oh Land,"5,2,4",Chorus,Speak Out Now,3 chord
19259,The Police,"5,2,4",Chorus,Walking On The Moon,3 chord
19260,Say Anything,"5,2,4",Chorus,Alive with the Glory of Love,3 chord
19261,Beyonce,"5,2,4",Chorus,Irreplaceable,3 chord
19262,Girls' Generation,"5,2,4",Intro,Oh,3 chord
19263,Cloud Nothings,"5,2,4",Chorus,I'm Not Part of Me,3 chord
19264,Alvvays,"5,2,4",Verse,Archie Marry Me,3 chord
19265,Alvvays,"5,2,4",Chorus,Archie Marry Me,3 chord
19266,Semisonic,"5,2,4",Bridge,Closing Time,3 chord
19267,Taylor Swift,"5,2,4",Chorus,Wildest Dreams,3 chord
19268,Norah Jones,"5,2,4",Verse,You've Ruined Me,3 chord
19269,Pierce Fulton and Polina,"5,2,4",Chorus,Where We Were,3 chord
19270,Gareth Emery,"5,2,4",Chorus,Eye Of The Storm - Stadiumx Remix,3 chord
19271,Justin Bieber,"5,2,4",Chorus,Sorry,3 chord
19272,MisterWives,"5,2,4",Chorus,Reflections,3 chord
19273,MisterWives,"5,2,4",Verse and Pre-Chorus,Reflections,3 chord
19274,Pink,"5,2,4",Chorus,True Love,3 chord
19275,The Kooks,"5,2,4",Chorus,She Moves In Her Own Way,3 chord
19276,Elle King,"5,2,4",Chorus,Ex's And Oh's,3 chord
19277,Justin Bieber,"5,2,4",Pre-Chorus,Sorry,3 chord
19278,Fall Out Boy,"5,2,4",Pre-Chorus,Irresistible,3 chord
19279,Taylor Swift,"5,2,4",Chorus,Speak Now,3 chord
19280,Steve Jablonsky,"5,2,4",Intro,Arrival To Earth,3 chord
19281,Steve Jablonsky,"5,2,4",Chorus,Arrival To Earth,3 chord
19282,Jason Derulo,"5,2,4",Chorus,Ridin' Solo,3 chord
19283,Jason Derulo,"5,2,4",Intro,Ridin' Solo,3 chord
19284,wendell192,"5,2,4",Solo 1,robots,3 chord
19285,wendell192,"5,2,4",Pre-Chorus and Chorus,robots,3 chord
19286,Chet Faker,"5,2,4",Intro,Talk is cheap,3 chord
19287,Keri Hilson,"5,2,4",Verse,Lose Control,3 chord
19288,John Frusciante,"5,2,4",Verse and Pre-Chorus,Going Inside,3 chord
19289,Juice Newton,"5,2,4",Pre-Chorus,Angel Of The Morning,3 chord
19290,Afrojack,"5,2,4",Chorus,Ten Feet Tall,3 chord
19291,Seven Lions,"5,2,4",Chorus,Days to Come ft Fiora,3 chord
19292,Toby Fox,"5,2,4",Intro and Verse,Spear of Justice,3 chord
19293,Steve Harley and Cockney Rebel,"5,2,4",Chorus,Make Me Smile,3 chord
19294,Eric Prydz,"5,2,4",Chorus,Generate,3 chord
19295,Booka Shade,"5,2,4",Chorus,Love Inc,3 chord
19296,Saves The Day,"5,2,4",Intro,At Your Funeral,3 chord
19297,ilan,"5,2,4",Bridge,tt,3 chord
19298,Savant,"5,2,4",Verse,Orphan,3 chord
19299,Touhou Shibayan Feat 3L,"5,2,4",Pre-Chorus and Chorus,Monochrome in the Night,3 chord
19300,Relient K,"5,2,4",Pre-Chorus,Be My Escape,3 chord
19301,John Anderson,"5,2,4",Chorus,Seminole Wind,3 chord
19302,Taylor Swift,"5,2,4",Chorus,New Romantics,3 chord
19303,Noma,"5,2,4",Verse,Brain Power,3 chord
19304,Alvaro Soler,"5,2,4",Chorus,Sofia,3 chord
19305,Simon and Garfunkel,"5,2,4",Verse,Scarborough Fair - Canticle,3 chord
19306,ArmanArX,"5,2,4",Pre-Chorus,Gila Dengan Kertas-Kertas,3 chord
19307,Faith No More,"5,2,4",Pre-Chorus,Midlife Crisis,3 chord
19308,Duck Sauce,"5,2,4",Chorus,Barbra Streisand,3 chord
19309,Afrojack,"5,2,4",Instrumental,Ten Feet Tall,3 chord
19310,Capital Kings,"5,2,4",Chorus,Live For the Drop,3 chord
19311,Muse,"5,2,4",Verse,Psycho,3 chord
19312,Wilco,"5,2,4",Verse,I Am Trying to Break Your Heart,3 chord
19313,G-Eazy,"5,2,4",Pre-Chorus,Drifting,3 chord
19314,Muse,"5,2,4",Verse,Aftermath,3 chord
19315,Totally Spies,"5,2,4",Instrumental,Hyper House,3 chord
19316,Smashing Pumpkins,"5,2,4",Chorus,Bullet With Butterfly Wings,3 chord
19317,Allstar Weekend,"5,2,4",Chorus,Hey Princess,3 chord
19318,Martin Garrix and Third Party,"5,2,4",Pre-Chorus and Chorus,Lions In The Wild,3 chord
19319,Lykke Li,"5,2,4",Chorus,Gunshot,3 chord
19320,Gareth Emery,"5,2,4",Verse,Exposure,3 chord
19321,Gareth Emery,"5,2,4",Chorus,Exposure,3 chord
19322,will i am and Britney Spears,"5,2,4",Chorus,Scream and Shout,3 chord
19323,Blake Mills,"5,2,4",Chorus,Wintersong,3 chord
19324,Adele,"5,2,6",Verse,Set Fire to the Rain,3 chord
19325,Frog Fractions Soundtrack,"5,2,6",Verse,Rimushotto Bungie Jump,3 chord
19326,Junior Boys,"5,2,6",Chorus,First Time,3 chord
19327,Leona Lewis,"5,2,6",Chorus Lead-Out,I See You - Avatar,3 chord
19328,Muse,"5,2,6",Chorus,Hysteria,3 chord
19329,Rhapsody of Fire,"5,2,6",Verse,Emerald Sword,3 chord
19330,Rihanna,"5,2,6",Chorus,Disturbia,3 chord
19331,Rihanna,"5,2,6",Pre-Chorus,Disturbia,3 chord
19332,LMFAO,"5,2,6",Intro,Champagne Showers,3 chord
19333,Porter Robinson,"5,2,6",Pre-Chorus,Unison,3 chord
19334,Selena Gomez,"5,2,6",Verse,A Year Without Rain,3 chord
19335,Selena Gomez,"5,2,6",Pre-Chorus,A Year Without Rain,3 chord
19336,Muse,"5,2,6",Intro,Bliss,3 chord
19337,Muse,"5,2,6",Verse,Bliss,3 chord
19338,Porter Robinson,"5,2,6",Chorus,Unison,3 chord
19339,Maroon 5,"5,2,6",Verse,One more night,3 chord
19340,Dispatch,"5,2,6",Verse,The General,3 chord
19341,James Morrison ft Nelly Furtado,"5,2,6",Chorus,Broken Strings,3 chord
19342,David Guetta ft Sia,"5,2,6",Verse,She Wolf Falling To Pieces,3 chord
19343,Dj Sammy,"5,2,6",Verse and Pre-Chorus,Heaven,3 chord
19344,Britney Spears,"5,2,6",Verse,Criminal,3 chord
19345,Britney Spears,"5,2,6",Chorus,Criminal,3 chord
19346,Two Steps From Hell,"5,2,6",Pre-Chorus,Heart Of Courage,3 chord
19347,Two Steps From Hell,"5,2,6",Intro,For The Win,3 chord
19348,Skyrim,"5,2,6",Intro,Dragonborn,3 chord
19349,Globus,"5,2,6",Intro,Amazing Grace,3 chord
19350,Yanni,"5,2,6",Solo 1,One Man's Dream,3 chord
19351,Justin Scharvona,"5,2,6",Verse,Croc The Adventure Begins,3 chord
19352,Pendulum,"5,2,6",Instrumental,Witchcraft,3 chord
19353,Iron Maiden,"5,2,6",Chorus,No more lies,3 chord
19354,Bruce Dickinson,"5,2,6",Pre-Chorus,Tears of The Dragon,3 chord
19355,Two Door Cinema Club,"5,2,6",Intro,Something Good Can Work,3 chord
19356,Two Door Cinema Club,"5,2,6",Chorus,Something Good Can Work,3 chord
19357,Marina and the Diamonds,"5,2,6",Chorus,Power and Control,3 chord
19358,Annie Lennox,"5,2,6",Verse,Into The West,3 chord
19359,Jack Wall,"5,2,6",Pre-Chorus and Chorus,Slim Chances,3 chord
19360,Idina Menzel,"5,2,6",Verse,Let It Go,3 chord
19361,Linkin Park,"5,2,6",Chorus,What I've Done,3 chord
19362,Two Steps From Hell,"5,2,6",Chorus,Birth of A Hero,3 chord
19363,Limahl,"5,2,6",Verse,Never Ending Story,3 chord
19364,Dimitri Vangelis and Wyman,"5,2,6",Chorus,Silver Sun - Lights Anthem,3 chord
19365,Two Steps from Hell,"5,2,6",Intro,Heart of Courage,3 chord
19366,Two Steps from Hell,"5,2,6",Chorus,Heart of Courage,3 chord
19367,Two Steps from Hell,"5,2,6",Verse,Heart of Courage,3 chord
19368,Gary Allan,"5,2,6",Chorus,Smoke Rings in the Dark,3 chord
19369,Zedd,"5,2,6",Chorus,Spectrum - Arty Remix,3 chord
19370,Audien,"5,2,6",Pre-Chorus,Elysium,3 chord
19371,Murray Gold,"5,2,6",Intro,I Am The Doctor,3 chord
19372,Tristam and Braken,"5,2,6",Intro and Verse,Frame of Mind,3 chord
19373,WWE,"5,2,6",Chorus,Real American,3 chord
19374,Muzzy,"5,2,6",Intro,The Phantom,3 chord
19375,Hans Zimmer,"5,2,6",Verse,Time,3 chord
19376,Michael Walthius,"5,2,6",Instrumental,Dreaming in Stereo - Under The Moon,3 chord
19377,Kiesza,"5,2,6",Verse and Pre-Chorus,Hideaway,3 chord
19378,Olly Murs,"5,2,6",Intro and Verse,Dear Darlin,3 chord
19379,Imagine Dragons,"5,2,6",Verse,Monster,3 chord
19380,Charlotte Gainsbourg,"5,2,6",Verse,Hey Joe ,3 chord
19381,Scribit,"5,2,6",Chorus,Tropic,3 chord
19382,Scribit,"5,2,6",Bridge,Tropic,3 chord
19383,Split Enz,"5,2,6",Chorus,I Got You,3 chord
19384,Porter Robinson-ft Urban Cone,"5,2,6",Pre-Chorus,Lionhearted,3 chord
19385,ABBA,"5,2,6",Verse,SOS,3 chord
19386,Lily Allen,"5,2,6",Chorus,22,3 chord
19387,Lilly Wood and The Prick,"5,2,6",Intro,Prayer In C - Robin Schulz Remix,3 chord
19388,Thomas Bergersen,"5,2,6",Intro,Immortal,3 chord
19389,Ed Sheeran,"5,2,6",Verse,I See Fire,3 chord
19390,Maison and Dragen,"5,2,6",Chorus,Colosseum,3 chord
19391,Omega,"5,2,6",Intro,Gyongyhaju Lany,3 chord
19392,Charli XCX,"5,2,6",Chorus,Nuclear Seasons,3 chord
19393,Olly Murs,"5,2,6",Chorus,Heart Skips A Beat ft Rizzle Kicks,3 chord
19394,Arty,"5,2,6",Chorus,Flashback,3 chord
19395,Foreigner,"5,2,6",Chorus,I Want to Know What Love Is,3 chord
19396,Band of Skulls,"5,2,6",Chorus,I Know What I Am,3 chord
19397,Band of Skulls,"5,2,6",Outro,I Know What I Am,3 chord
19398,Zlad,"5,2,6",Verse,Elektronik Supersonik,3 chord
19399,Stan Arwell,"5,2,6",Instrumental,Outbreak,3 chord
19400,Jefferson Airplane,"5,2,6",Chorus,Somebody to Love,3 chord
19401,Motooi Sakuraba,"5,2,6",Instrumental,The Link,3 chord
19402,Au5,"5,2,6",Intro,Snowblind feat Tasha Baxter,3 chord
19403,Quinton Barnes,"5,2,6",Verse,There's No You,3 chord
19404,Motoi Sakuraba,"5,2,6",Chorus,The Hidden Village,3 chord
19405,Neopets,"5,2,6",Verse,Time Tunnel,3 chord
19406,Aloe Blacc,"5,2,6",Chorus,I Need A Dollar,3 chord
19407,Charli XCX,"5,2,6",Chorus,Need Ur Luv,3 chord
19408,3LAU,"5,2,6",Chorus,Escape,3 chord
19409,Dillon Francis,"5,2,6",Verse,IDGAFOS,3 chord
19410,Vlad,"5,2,6",Verse and Pre-Chorus,Magicka 2,3 chord
19411,Halsey,"5,2,6",Intro and Verse,Hurricane - Arty Remix,3 chord
19412,Matt Lange Vs Gareth Emery,"5,2,6",Chorus,Another You Another Me,3 chord
19413,Nerf Herder,"5,2,6",Intro,Buffy The Vampire Slayer Theme,3 chord
19414,Pendulum,"5,2,6",Solo 2,Propane Nightmares,3 chord
19415,Crystal Castles,"5,2,6",Chorus,Violent Dreams,3 chord
19416,Zedd,"5,2,6",Intro and Verse,True Colors,3 chord
19417,Amy Diamond,"5,2,6",Chorus,What's In It For Me,3 chord
19418,Grimes,"5,2,6",Bridge,Sagrad,3 chord
19419,Jack U,"5,2,6",Chorus,Where Are U Now feat Justin Bieber,3 chord
19420,Nickelodeon,"5,2,6",Verse,Catdog,3 chord
19421,Ariel Pink,"5,2,6",Intro,Lipstick,3 chord
19422,FloRida,"5,2,6",Chorus,Right Round feat Kesha,3 chord
19423,Genix,"5,2,6",Chorus,Run,3 chord
19424,Monika Brodka,"5,2,6",Chorus,Granda,3 chord
19425,Monika Brodka,"5,2,6",Verse,Granda,3 chord
19426,The Police,"5,2,6",Intro and Verse,Message In A Bottle,3 chord
19427,Capella,"5,2,6",Bridge,U Got 2 Let The Music,3 chord
19428,Say Anything,"5,2,6",Intro and Verse,Every Man Has A Molly,3 chord
19429,Say Anything,"5,2,6",Verse,Every Man Has A Molly,3 chord
19430,Aimee Mann,"5,2,6",Verse,Ghost World,3 chord
19431,Fire When Ready,"5,2,6",Verse,We All Need Reminders,3 chord
19432,Selena Gomez,"5,2,6",Verse,Same Old Love,3 chord
19433,Robin Schulz,"5,2,6",Chorus,Sugar feat Francesco Yates,3 chord
19434,Allen Watts,"5,2,6",Chorus,Gravity,3 chord
19435,Irene Cara,"5,2,6",Verse,Flashdance What A Feeling,3 chord
19436,Nhato,"5,2,6",Chorus,Aurora,3 chord
19437,Justin Timberlake,"5,2,6",Intro,Mirrors,3 chord
19438,Fall Out Boy,"5,2,6",Verse,Irresistible,3 chord
19439,Fall Out Boy,"5,2,6",Pre-Chorus,Irresistible,3 chord
19440,Fall Out Boy,"5,2,6",Chorus,Irresistible,3 chord
19441,Steve Jablonsky,"5,2,6",Intro,Arrival To Earth,3 chord
19442,Steve Jablonsky,"5,2,6",Chorus,Arrival To Earth,3 chord
19443,G-Eazy,"5,2,6",Verse,Me Myself and I,3 chord
19444,Lana Del Rey,"5,2,6",Chorus,Dark Paradise,3 chord
19445,Bryan Adams,"5,2,6",Chorus,Run To You,3 chord
19446,Lady Gaga,"5,2,6",Verse,Just Dance,3 chord
19447,Keri Hilson,"5,2,6",Verse,Lose Control,3 chord
19448,Eric Whitacre,"5,2,6",Verse,Sleep,3 chord
19449,Maktone,"5,2,6",Instrumental,Class05,3 chord
19450,Saves The Day,"5,2,6",Intro,At Your Funeral,3 chord
19451,Nightwish,"5,2,6",Chorus,Wish I Had An Angel,3 chord
19452,Ladyhawke,"5,2,6",Verse,My Delirium,3 chord
19453,Au5,"5,2,6",Chorus,Singularity,3 chord
19454,Pokemon,"5,2,6",Bridge,What Kind of Pokemon Are You,3 chord
19455,Fleet Foxes,"5,2,6",Verse,He Doesn't Know Why,3 chord
19456,Superbus,"5,2,6",Verse and Pre-Chorus,Jenn Je T'aime,3 chord
19457,Jojo,"5,2,6",Pre-Chorus and Chorus,Too Little Too Late,3 chord
19458,Jake Kaufman,"5,2,6",Chorus,Strike the Earth,3 chord
19459,Cafune,"5,2,6",Chorus,Don't You Forget,3 chord
19460,Absofacto,"5,2,6",Chorus,Whose Side Are You On Anyway,3 chord
19461,One Direction,"5,2,6",Chorus,Drag Me Down,3 chord
19462,Neon Indian,"5,2,6",Verse,Annie,3 chord
19463,Martin Garrix,"5,2,6",Chorus,Dragon,3 chord
19464,Counting Crows,"5,2,1",Verse,A Long December,3 chord
19465,Elliott Smith,"5,2,1",Outro,Say Yes,3 chord
19466,Led Zeppelin,"5,2,1",Verse,Tangerine,3 chord
19467,My Little Pony,"5,2,1",Bridge,Smile Smile Smile,3 chord
19468,Pink Floyd,"5,2,1",Verse,Wish You Were Here,3 chord
19469,Tame Impala,"5,2,1",Chorus,Feels Like We Only Go Backwards,3 chord
19470,Tom Petty,"5,2,1",Verse,Into The Great Wide Open,3 chord
19471,Selena,"5,2,1",Verse and Pre-Chorus,I Could Fall In Love,3 chord
19472,Ben Folds Five,"5,2,1",Instrumental,Army,3 chord
19473,Fuel,"5,2,1",Pre-Chorus and Chorus,Hemorrhage - In My Hands,3 chord
19474,u-Ziq,"5,2,1",Intro,Phiesope,3 chord
19475,Sufjan Stevens,"5,2,1",Intro,Chicago,3 chord
19476,Rob Hubbard,"5,2,1",Verse,Sanxion Loader,3 chord
19477,Caspar Babypants,"5,2,1",Chorus,Googly Eyes,3 chord
19478,Lana Del Rey,"5,2,1",Chorus,Blue Jeans,3 chord
19479,Ylvis,"5,2,1",Verse and Pre-Chorus,The Fox,3 chord
19480,Two Steps From Hell,"5,2,1",Chorus,El Dorado,3 chord
19481,Imagine Dragons,"5,2,1",Chorus,On Top of the World,3 chord
19482,Helloween,"5,2,1",Verse,Don't Stop Being Crazy,3 chord
19483,The Strokes,"5,2,1",Verse and Pre-Chorus,What Ever Happened,3 chord
19484,Queen,"5,2,1",Chorus,Don't Stop Me Now,3 chord
19485,Mord Fustang,"5,2,1",Chorus,The Electric Dream,3 chord
19486,Ost and Meyer and 7 Skies,"5,2,1",Chorus,Dharma,3 chord
19487,Audien,"5,2,1",Pre-Chorus,Elysium,3 chord
19488,John Legend,"5,2,1",Pre-Chorus and Chorus,All of Me,3 chord
19489,Lady Gaga,"5,2,1",Intro,Just Dance,3 chord
19490,Mazzy Star,"5,2,1",Chorus,Fade Into You,3 chord
19491,Red Hot Chili Peppers,"5,2,1",Chorus,Under The Bridge,3 chord
19492,Florence and the Machine,"5,2,1",Chorus,You've Got The Love,3 chord
19493,Lindsey Stirling ft Lzzy Hale,"5,2,1",Intro and Verse,Shatter Me,3 chord
19494,Coldplay,"5,2,1",Intro,Speed Of Sound,3 chord
19495,Clint Mansell,"5,2,1",Instrumental,Welcome To Lunar Industries,3 chord
19496,Au5 and Fractal,"5,2,1",Pre-Chorus,Blue,3 chord
