0,cp,section,song,type,song (last.fm),artist (last.fm),listener count (last.fm),play count (last.fm),genre (last.fm),song (Spotify),artist (Spotify),popularity (Spotify),release date (Spotify)
Kylie Minogue,"6,2,5",Verse,I Was Gonna Cancel,3 chord,I Was Gonna Cancel,Kylie Minogue,40093.0,442891.0,"Disco, funky, love at first listen, pop, funk",I Was Gonna Cancel,Kylie Minogue,43.0,2014-03-10
Kylie Minogue,"1,5,4",Verse and Pre-Chorus,In My Arms,3 chord,In My Arms,Kylie Minogue,271825.0,2642743.0,"pop, dance, Kylie Minogue, electronic, sexy",In My Arms,Kylie Minogue,35.0,2007-11-05
Kylie Minogue,"6,2,4",Chorus,In Your Eyes,3 chord,In Your Eyes,Kylie Minogue,267710.0,1526891.0,"pop, dance, Disco, Kylie Minogue, female vocalists",In Your Eyes,Kylie Minogue,60.0,2001-10-01
Kyu Sakamoto,"1,6,1",Verse,Sukiyaki,3 chord,Sukiyaki,坂本九,38736.0,178531.0,"japanese, oldies, 60s, pop, classic",,,,
LCD Soundsystem,"1,6,1",Bridge,Dance Yrself Clean,3 chord,Dance Yrself Clean,LCD Soundsystem,430986.0,2941215.0,"electronic, dance, indie, electro, best of 2010",Dance Yrself Clean,LCD Soundsystem,65.0,2010-05-17
LMFAO,"4,6,5",Intro,Champagne Showers,3 chord,Champagne Showers,LMFAO,116390.0,516380.0,"lmfao, electropop, electronic, pop, dance",Champagne Showers,LMFAO,48.0,2011-01-01
LOCASH,"1,5,4",Chorus,I Love This Life,3 chord,I Love This Life,LoCash,11234.0,66119.0,,,,,
LTN,"4,5,6",Chorus,Ordinary People - D-Mad Remix,3 chord,Ordinary People (D-Mad Remix),LTN,2576.0,11255.0,trance,,,,
La Roux,"1,2,4",Chorus,Bulletproof,3 chord,Bulletproof,La Roux,700251.0,5890710.0,"electropop, synthpop, electronic, female vocalists, pop",Bulletproof,La Roux,66.0,2009-01-01
La Roux,"6,5,2",Intro,Colourless Color,3 chord,Colourless Colour,La Roux,262232.0,1676019.0,"electronic, synthpop, electropop, pop, dance",Colourless Colour,La Roux,35.0,2009-01-01
La Roux,"4,5,6",Chorus,In For The Kill,3 chord,In for the Kill,La Roux,500385.0,3651705.0,"electropop, electronic, synthpop, dance, pop",,,,
Labrinth feat Emeli Sande,"1,4,5",Chorus,Beneath Your Beautiful,3 chord,Beneath Your Beautiful,Labrinth,175300.0,996788.0,"pop, beautiful, Labrinth, female vocalists, male vocalists",Beneath Your Beautiful,Labrinth,60.0,2013-08-27
Lady Gaga,"1,5,6",Chorus,ARTPOP,3 chord,ARTPOP,Lady Gaga,133842.0,2059549.0,"pop, dance, artpop, electronic, epic",ARTPOP,Lady Gaga,60.0,2013-11-11
Lady Gaga,"1,5,4",Intro and Verse,Again Again,3 chord,Again Again,Lady Gaga,218349.0,1378295.0,"pop, Lady Gaga, dance, female vocalists, piano",,,,
Lady Gaga,"1,5,6",Chorus,Alejandro,3 chord,Alejandro,Lady Gaga,856490.0,9443729.0,"pop, Lady Gaga, dance, electronic, female vocalists",Alejandro,Lady Gaga,62.0,2009-08-05
Lady Gaga,"6,5,4",Pre-Chorus,Applause,3 chord,Applause,Lady Gaga,423315.0,7042445.0,"pop, dance, artpop, electropop, applause",Applause,Lady Gaga,71.0,2013-11-11
Lady Gaga,"6,5,4",Chorus,Aura,3 chord,Aura,Lady Gaga,137530.0,2256277.0,"pop, dance, artpop, electronic, epic",Aura,Lady Gaga,55.0,2013-11-11
Lady Gaga,"1,5,4",Verse,Born This Way,3 chord,Born This Way,Lady Gaga,588938.0,9613226.0,"pop, Lady Gaga, dance, born this way, epic",Born This Way,Lady Gaga,67.0,2011-01-01
Lady Gaga,"1,5,6",Chorus,Dance In The Dark,3 chord,Dance in the Dark,Lady Gaga,439107.0,4971649.0,"pop, dance, Lady Gaga, electronic, electropop",,,,
Lady Gaga,"6,5,2",Chorus,Disco Heaven,3 chord,Disco Heaven,Lady Gaga,225222.0,1568114.0,"pop, dance, Disco, Lady Gaga, electronic",Disco Heaven,Lady Gaga,40.0,2009-11-05
Lady Gaga,"4,5,6",Verse and Pre-Chorus,Do What U Want,3 chord,Do What U Want,Lady Gaga,213652.0,1783004.0,"pop, dance, electronic, r&b, female vocalists",Do What U Want,Lady Gaga,55.0,2013-10-21
Lady Gaga,"1,5,4",Verse and Pre-Chorus,Eh Eh,3 chord,Eh Eh,Lady Gaga,3852.0,30437.0,pop,,,,
Lady Gaga,"4,5,6",Chorus,GUY,3 chord,G.U.Y.,Lady Gaga,184821.0,3342550.0,"pop, electronic, dance, anthem, artpop",G.U.Y.,Lady Gaga,65.0,2013-11-11
Lady Gaga,"1,5,6",Chorus,Heavy Metal Lover,3 chord,Heavy Metal Lover,Lady Gaga,186673.0,3124442.0,"pop, dance, electronic, whiskey mouth all over my blonde south, epic",Heavy Metal Lover,Lady Gaga,44.0,2011-01-01
Lady Gaga,"1,5,2",Intro,Just Dance,3 chord,Just Dance,Lady Gaga,1057491.0,8821646.0,"dance, pop, Lady Gaga, electronic, female vocalists",Just Dance,Lady Gaga,69.0,2008-01-01
Lady Gaga,"1,6,4",Chorus,LoveGame,3 chord,LoveGame,Lady Gaga,859963.0,7384543.0,"dance, pop, Lady Gaga, electropop, sexy",LoveGame,Lady Gaga,60.0,2008-01-01
Lady Gaga,"1,6,5",Chorus,Marry the Night,3 chord,Marry the Night,Lady Gaga,342036.0,4834506.0,"pop, dance, Lady Gaga, epic, female vocalists",,,,
Lady Gaga,"5,6,1",Chorus,Monster,3 chord,,,,,,,,,
Lady Gaga,"1,5,6",Chorus,Paparazzi,3 chord,Paparazzi,Lady Gaga,1090053.0,9657638.0,"pop, Lady Gaga, dance, female vocalists, Paparazzi",Paparazzi,Lady Gaga,65.0,2008-01-01
Lady Gaga,"4,5,6",Chorus,Paparazzi Acoustic,3 chord,Paparazzi Acoustic,Lady Gaga,593.0,7330.0,metallica,,,,
Lady Gaga,"6,4,5",Chorus,Paper Gangsta,3 chord,Paper Gangsta,Lady Gaga,349572.0,2570909.0,"pop, dance, Lady Gaga, electronic, female vocalists",Paper Gangsta,Lady Gaga,46.0,2008-01-01
Lady Gaga,"6,4,1",Chorus,Poker Face,3 chord,Poker Face,Lady Gaga,1473304.0,14009768.0,"pop, dance, Lady Gaga, electronic, party",Poker Face,Lady Gaga,71.0,2008-01-01
Lady Gaga,"4,5,1",Chorus,Poker Face Acoustic,3 chord,poker face acoustic,Lady Gaga,471.0,4816.0,,,,,
Lady Gaga,"6,1,5",Chorus,Reloaded,3 chord,Reloaded,Lady Gaga,7210.0,83827.0,"pop, Lady Gaga, Unreleased, should have been on the album, electronic",,,,
Lady Gaga,"6,4,1",Chorus Lead-Out,Scheisse,3 chord,Scheiße,Lady Gaga,223009.0,4240337.0,"pop, dance, Lady Gaga, german, love at first listen",Scheiße,Lady Gaga,45.0,2011-01-01
Lady Gaga,"1,5,6",Chorus,Second Time Around,3 chord,Second Time Around,Lady Gaga,23613.0,404331.0,"Unreleased, pop, Lady Gaga, rnb, Ballad",,,,
Lady Gaga,"6,5,4",Intro,Speechless,3 chord,Speechless,Lady Gaga,408706.0,4014589.0,"pop, Lady Gaga, Ballad, female vocalists, love at first listen",Speechless,Lady Gaga,52.0,2009-08-05
Lady Gaga,"1,5,6",Chorus,Stuck On Fuckin You,3 chord,Stuck on Fuckin' You,Lady Gaga,7888.0,80130.0,"Unreleased, Lady Gaga, born this way, pop, b-side",,,,
Lady Gaga,"5,2,4",Chorus,Telephone,3 chord,Telephone (feat. Beyoncé),Lady Gaga,730848.0,8031859.0,"pop, dance, Lady Gaga, female vocalists, electropop",,,,
Lady Gaga,"1,5,6",Chorus,The Edge Of Glory,3 chord,The Edge of Glory,Lady Gaga,415791.0,5125023.0,"pop, Lady Gaga, dance, epic, saxophone",,,,
Lady Gaga,"1,4,1",Intro,Til It Happens To You,3 chord,Til It Happens To You,Lady Gaga,52557.0,389070.0,"pop, Ballad, Soundtrack, sad, piano",Til It Happens To You,Lady Gaga,59.0,2015-09-18
Lady Gaga,"1,5,4",Pre-Chorus,You And I,3 chord,Yoü and I,Lady Gaga,319062.0,3915837.0,"pop, rock, Lady Gaga, female vocalists, piano",,,,
Ladyhawke,"6,5,2",Verse,My Delirium,3 chord,My Delirium,Ladyhawke,320859.0,2190609.0,"electronic, indie, electropop, female vocalists, new wave",My Delirium,Ladyhawke,47.0,2008-01-01
Ladytron,"6,3,5",Chorus,Destroy Everything You Touch,3 chord,Destroy Everything You Touch,Ladytron,336260.0,2709662.0,"electronic, Electroclash, electropop, electronica, synthpop",Destroy Everything You Touch,Ladytron,41.0,2005
Ladytron,"6,2,4",Verse,Seventeen,3 chord,Seventeen,Ladytron,253166.0,1393652.0,"electronic, electro, Electroclash, electropop, electronica",,,,
Lake Street Dive,"1,6,5",Verse,Bad Self Portraits,3 chord,Bad Self Portraits,Lake Street Dive,28132.0,120876.0,"rock, soul, country, Adult Alternative, rhythm and blues",Bad Self Portraits,Lake Street Dive,55.0,2014-02-18
Lana Del Rey,"5,2,1",Chorus,Blue Jeans,3 chord,Blue Jeans,Lana Del Rey,761032.0,12157394.0,"indie, female vocalists, pop, soul, Lana Del Rey",Blue Jeans,Lana Del Rey,64.0,2012-11-12
Lana Del Rey,"4,6,5",Chorus,Born to Die,3 chord,Born to Die,Lana Del Rey,842636.0,11566103.0,"indie, pop, love at first listen, indie pop, female vocalists",,,,
Lana Del Rey,"1,5,6",Chorus,Dark Paradise,3 chord,Dark Paradise,Lana Del Rey,584769.0,6716190.0,"indie, pop, female vocalists, Lana Del Rey, indie pop",Dark Paradise,Lana Del Rey,61.0,2012-11-12
Lana Del Rey,"4,5,6",Verse,Diet Mtn Dew,3 chord,Diet Mountain Dew,Lana Del Rey,568885.0,5683969.0,"indie, pop, indie pop, female vocalists, Lana Del Rey",Diet Mountain Dew,Lana Del Rey,57.0,2012-11-12
Lana Del Rey,"1,5,4",Verse,Florida Kilos,3 chord,Florida Kilos,Lana Del Rey,173340.0,1618763.0,"Dope, why on earth is this just a bonus track, pop, indie, alternative",Florida Kilos,Lana Del Rey,63.0,2014-01-01
Lana Del Rey,"6,4,2",Verse,High By The Beach,3 chord,High by the Beach,Lana Del Rey,252811.0,2555292.0,"indie, pop, love at first listen, trap, alternative",,,,
Lana Del Rey,"4,5,4",Verse and Pre-Chorus,Hollywood,3 chord,Hollywood,Lana Del Rey,7690.0,66953.0,"pop, indie, alternative, indie pop, american",,,,
Lana Del Rey,"6,2,5",Verse and Pre-Chorus,Million Dollar Man,3 chord,Million Dollar Man,Lana Del Rey,445545.0,4184379.0,"indie, pop, female vocalists, alternative, indie pop",Million Dollar Man,Lana Del Rey,53.0,2012-11-12
Lana Del Rey,"1,5,4",Intro,National Anthem,3 chord,National Anthem,Lana Del Rey,597703.0,7576660.0,"indie pop, indie, pop, female vocalists, Lana Del Rey",National Anthem,Lana Del Rey,61.0,2012-11-12
Lana Del Rey,"1,5,6",Verse,Old Money,3 chord,Old Money,Lana Del Rey,212175.0,1929318.0,"alternative, love at first listen, indie, melancholy, pop",Old Money,Lana Del Rey,65.0,2014-01-01
Lana Del Rey,"1,5,4",Verse,Radio,3 chord,Radio,Lana Del Rey,521780.0,5613257.0,"indie, pop, female vocalists, Lana Del Rey, Love",Radio,Lana Del Rey,61.0,2012-11-12
Lana Del Rey,"4,6,5",Bridge,Ride,3 chord,Ride,Lana Del Rey,409276.0,5174012.0,"indie, pop, Lana Del Rey, female vocalists, epic",Ride,Lana Del Rey,59.0,2012-11-09
Lana Del Rey,"4,5,4",Pre-Chorus,Shades Of Cool,3 chord,Shades of Cool,Lana Del Rey,284020.0,2691087.0,"alternative, indie, love at first listen, sadcore, pop",,,,
Lana Del Rey,"4,6,5",Intro and Verse,Summertime Sadness,3 chord,Summertime Sadness,Lana Del Rey,798848.0,9716992.0,"indie, pop, female vocalists, Lana Del Rey, indie pop",Summertime Sadness,Lana Del Rey,65.0,2012-11-12
Lana Del Rey,"1,6,1",Verse,Video Games,3 chord,Video Games,Lana Del Rey,891786.0,10779701.0,"female vocalists, pop, indie, indie pop, Lana Del Rey",,,,
Lana Del Rey,"4,5,6",Chorus,West Coast,3 chord,West Coast,Lana Del Rey,392513.0,5098002.0,"alternative, love at first listen, pop, indie, female vocalists",West Coast,Lana Del Rey,69.0,2014-01-01
Lana Del Rey,"4,1,5",Chorus,Without You,3 chord,Without You,Lana Del Rey,403425.0,4088549.0,"indie, pop, female vocalists, alternative, indie pop",Without You,Lana Del Rey,54.0,2012-11-12
Lana Del Rey,"1,4,5",Verse,Young and Beautiful,3 chord,Young and Beautiful,Lana Del Rey,569651.0,5406782.0,"indie, alternative, Lana Del Rey, female vocalists, The Great Gatsby",,,,
Langhorne Slim,"1,4,1",Verse,Worries,3 chord,Worries,Langhorne Slim,15520.0,55999.0,"folk, happy, cute, Alt-country, intimate",Worries,Langhorne Slim,31.0,2008-02-23
Larry Markes,"1,2,5",Verse,Scooby Doo Where Are You Theme Song,3 chord,,,,,,,,,
Las Ketchup,"4,6,5",Chorus,Asereje,3 chord,Asereje,Las Ketchup,23718.0,100700.0,"latin, pop, dance, summer hit, spanish",,,,
Last Lynx,"4,5,4",Chorus,Alaska,3 chord,Alaska,Last Lynx,5067.0,21042.0,,,,,
Latch Key Kid,"6,5,4",Intro,Good Times,3 chord,Good Times,Latch Key Kid,5430.0,28362.0,00s,,,,
Latitudes,"1,2,6",Chorus,Antechamber,3 chord,Antechamber,Latitudes,13013.0,59873.0,"Post-Metal, Sludge, metal, post-rock, q4jslfm",Antechamber,Latitudes,17.0,2009-10-03
Laura Branigan,"1,6,3",Chorus,Self Control,3 chord,Self Control,Laura Branigan,292922.0,1469656.0,"80s, pop, female vocalists, dance, Disco",Self Control,Laura Branigan,71.0,1984
Laurence Francis and Steve Croucher,"4,1,4",Verse and Pre-Chorus,The King of Limbo,3 chord,,,,,,,,,
Lauri Ylonen,"4,5,1",Chorus,Heavy,3 chord,Heavy,Lauri,12058.0,129353.0,"electronic, electropop, finnish, pop, rock",,,,
Lazy Town,"1,5,4",Chorus,You Are A Pirate,3 chord,You Are A Pirate,Lazy Town,8121.0,57289.0,"Songs I am ashamed to scrobble, pirate, Lulz: A corruption of LOL, INTENSE-MUTHA-FUCKIN-POWER-VIOLENCE, death metal",,,,
LazyTown,"1,5,4",Chorus,Cooking By The Book,3 chord,Cooking By The Book,LazyTown,7084.0,45648.0,"ytmnd, pop, Brutal Death Metal, Cake, niggacore",Cooking By The Book,LazyTown,31.0,2014-03-04
Le Vent du Nord,"1,5,4",Verse,Rosette,3 chord,Rosette,Le Vent du Nord,580.0,2761.0,,,,,
LeAnn Rimes,"6,2,5",Chorus,Can't Fight The Moonlight,3 chord,Can't Fight the Moonlight,LeAnn Rimes,231041.0,1033721.0,"pop, country, female vocalists, LeAnn Rimes, Soundtrack",,,,
Lea Michele from Glee,"1,2,16",Pre-Chorus,Defying Gravity,3 chord,,,,,,,,,
League of Legends and Agnete Kjolsrud,"6,2,5",Chorus,Get Jinxed,3 chord,,,,,,,,,
Led Zeppelin,"1,5,4",Intro,Stairway to Heaven,3 chord,Stairway to Heaven,Led Zeppelin,1299995.0,11026011.0,"classic rock, rock, Led Zeppelin, 70s, hard rock",,,,
Led Zeppelin,"1,5,4",Chorus,Tangerine,3 chord,Tangerine,Led Zeppelin,431729.0,2581812.0,"classic rock, rock, 70s, hard rock, Led Zeppelin",,,,
Leessang,"6,2,3",Chorus,Leessang Blues,3 chord,Leessang Blues,리쌍,176.0,2954.0,LeeSSang,,,,
Legend of Zelda - Ocarina of Time,"1,4,1",Chorus,Lost Woods Theme,3 chord,,,,,,,,,
Leila K,"6,5,6",Chorus,Slow Motion,3 chord,Slow Motion,Leila K.,2793.0,9495.0,"90s, pop, eurodance, 1993, mac cheese",,,,
Lemaitre,"6,5,1",Intro,Cut To Black,3 chord,Cut to Black,Lemâitre,49944.0,308321.0,hollister,,,,
Lemon Demon,"6,4,1",Chorus,Word Disassociation,3 chord,Word Disassociation,Lemon Demon,14837.0,73637.0,"indie, Random, alternative, Awesome, comedy",,,,
Lenka,"4,6,4",Chorus,Everything At Once,3 chord,Everything at Once,Lenka,121671.0,771016.0,"indie, female vocalists, pop, windows 8, indie pop",Everything at Once,Lenka,55.0,2011-04-19
Lenka,"6,5,4",Chorus,The Show,3 chord,The Show,Lenka,259511.0,1599692.0,"pop, female vocalists, happy, indie pop, catchy",The Show,Lenka,59.0,2008-09-23
Lenka,"1,5,6",Chorus,Trouble is a Friend,3 chord,Trouble Is a Friend,Lenka,146001.0,933787.0,"female vocalists, pop, indie pop, catchy, indie",Trouble Is a Friend,Lenka,56.0,2008-09-23
Leona Lewis,"1,5,4",Verse,I See You - Avatar,3 chord,I see you - Avatar,Leona Lewis,2.0,4.0,,,,,
Leona Lewis,"1,6,3",Verse,I Will Be,3 chord,I Will Be,Leona Lewis,154721.0,732060.0,"pop, female vocalists, soul, Ballad, Love",I Will Be,Leona Lewis,43.0,2007
Leonard Cohen,"1,5,1",Verse,Hallelujah,3 chord,Hallelujah,Leonard Cohen,364876.0,1703126.0,"singer-songwriter, leonard cohen, folk, Canadian, spiritual",Hallelujah,Leonard Cohen,66.0,1984-12-11
Leonard Cohen,"4,5,1",Chorus,Master Song,3 chord,Master Song,Leonard Cohen,125836.0,549736.0,"folk, singer-songwriter, leonard cohen, acoustic, poetry",Master Song,Leonard Cohen,45.0,1967-12-27
Les Friction,"1,5,4",Pre-Chorus,Come Back to Me,3 chord,Come Back to Me,Les Friction,2931.0,15832.0,"Symphonic Rock, rock, alternative rock, male vocalist, Les Friction",,,,
Les Friction,"1,5,6",Chorus,What You Need,3 chord,What You Need,Les Friction,4512.0,25913.0,"Symphonic Rock, rock, alternative rock, male vocalist, Les Friction",,,,
Les Miserables,"1,2,1",Verse,On My Own,3 chord,On My Own,Claude-Michel Schönberg,31194.0,156173.0,"musical, Soundtrack, Love, musicals, childhood",,,,
Less Than Jake,"1,5,6",Chorus,History Of A Boring Town,3 chord,History of a Boring Town,Less Than Jake,107771.0,471994.0,"ska, ska punk, less than jake, punk, punk rock",,,,
Lettuce,"6,4,5",Verse,The Force,3 chord,The Force,Lettuce,11646.0,38698.0,,The Force,Lettuce,46.0,2015-11-06
Lexy and K-Paul feat Yasha,"1,2,6",Chorus,Killing Me,3 chord,Killing Me,Lexy And K-Paul Feat Yasha,1.0,1.0,,,,,
Li Huanzhi,"1,6,5",Intro,The East Is Red,3 chord,,,,,,,,,
LiSA,"4,5,1",Intro,Oath Sign ,3 chord,,,,,,,,,
Lidia Ruslanova,"6,2,6",Chorus,Valenki,3 chord,Valenki,Lidia Ruslanova,23.0,45.0,,,,,
Lifehouse,"4,1,5",Chorus,Halfway Gone,3 chord,Halfway Gone,Lifehouse,186216.0,1066828.0,"rock, alternative rock, alternative, indie rock, Lifehouse",Halfway Gone,Lifehouse,53.0,2010
Lil Wayne,"4,1,5",Verse,Lollipop,3 chord,Lollipop,Lil Wayne,799.0,2147.0,"hip hop, 2008, Lil Wayne, rnb, 00s",Lollipop,Lil Wayne,74.0,2008-01-01
Lil Wayne,"6,1,3",Intro,Me And My Drank,3 chord,Me And My Drank,Lil' Wayne,4090.0,28511.0,"classic, fire, Lil Wayne, FLAME, Short Dawg",,,,
Lil Wayne,"6,5,4",Chorus,Nothing But Trouble - Instagram Models,3 chord,Nothing but Trouble - Instagram Models,Lil Wayne,82.0,202.0,,Nothing but Trouble - Instagram Models,Lil Wayne,58.0,2015-06-30
LilDeuceDeuce,"1,5,1",Verse and Pre-Chorus,Anderson Cooper's Secret,3 chord,,,,,,,,,
Lilly Wood and The Prick,"1,5,2",Intro,Prayer In C - Robin Schulz Remix,3 chord,Prayer In C - Robin Schulz Remix,Lilly Wood & The Prick,29719.0,117647.0,"tropical house, Robin Schulz",,,,
Lily Allen,"1,5,2",Chorus,22,3 chord,22,Lily Allen,421899.0,2992125.0,"pop, british, Lily Allen, female vocalists, indie",,,,
Lily Allen,"1,4,1",Verse,Air Balloon,3 chord,Air Balloon,Lily Allen,108932.0,786812.0,"pop, british, 2014, happy, Mellow",Air Balloon,Lily Allen,45.0,2014-01-20
Lily Allen,"1,6,2",Verse,Fuck You,3 chord,Fuck You,Lily Allen,578562.0,4068614.0,"pop, british, female vocalists, Lily Allen, fuck you",Fuck You,Lily Allen,60.0,2009-01-26
Lily Allen,"1,5,4",Pre-Chorus and Chorus,Hard Out Here,3 chord,Hard Out Here,Lily Allen,193096.0,1692600.0,"pop, sambou no comeback, best of 2013, Lily Allen, 2013",,,,
Lily Allen,"1,5,2",Chorus,Not Fair,3 chord,Not Fair,Lily Allen,584890.0,4581034.0,"pop, female vocalists, british, Lily Allen, britpop",Not Fair,Lily Allen,44.0,2009-01-26
Lily Allen,"1,2,4",Bridge,Sheezus,3 chord,Sheezus,Lily Allen,82014.0,601970.0,"give me that crown bitch, pop, sheezus, polemicaney, trap",Sheezus,Lily Allen,34.0,2014-05-05
Lily Allen,"1,2,16",Chorus,Smile,3 chord,Smile,Lily Allen,750197.0,4495458.0,"pop, female vocalists, british, britpop, ska",Smile,Lily Allen,56.0,2006-05-08
Lily Allen,"1,6,3",Chorus,The Fear,3 chord,The Fear,Lily Allen,607537.0,4710891.0,"pop, british, female vocalists, Lily Allen, britpop",The Fear,Lily Allen,45.0,2009-01-26
Lily Chou Chou,"4,1,4",Verse,Kaifuku Suru Kizu,3 chord,Kaifuku Suru Kizu,Lily Chou-Chou,9058.0,49531.0,"japanese, kill bill, ethereal, Soundtrack, ambient",,,,
Limahl,"1,5,2",Verse,Never Ending Story,3 chord,Never Ending Story,Limahl,128001.0,502370.0,"80s, pop, Soundtrack, new wave, synthpop",Never Ending Story,Limahl,69.0,2009-09-25
Linda,"6,4,1",Verse,Few Fire 'Malo Ognya',3 chord,,,,,,,,,
Lindsey Buckingham,"1,4,5",Chorus,Holiday Road,3 chord,Holiday Road,Lindsey Buckingham,13563.0,73275.0,"Soundtrack, 80s, christmas, road trip, upbeat",,,,
Lindsey Stirling,"4,6,5",Intro and Verse,Beyond The Veil,3 chord,Beyond the Veil,Lindsey Stirling,58116.0,353146.0,"violin, electronic, instrumental, dubstep, lindsey stirling",Beyond the Veil,Lindsey Stirling,49.0,2014-04-29
Lindsey Stirling,"5,2,4",Intro,Elements,3 chord,Elements,Lindsey Stirling,80035.0,627186.0,"instrumental, Classical, Electric Strings, violin, dubstep",Elements,Lindsey Stirling,53.0,2012
Lindsey Stirling,"6,5,4",Intro,Halo Theme Song,3 chord,Halo Theme Song,Lindsey Stirling,769.0,4592.0,,,,,
Lindsey Stirling,"4,5,6",Verse,Heist,3 chord,Heist,Lindsey Stirling,34869.0,233919.0,"instrumental, electronic, violin",Heist,Lindsey Stirling,48.0,2014-04-29
Lindsey Stirling,"1,6,3",Pre-Chorus,Lost Girls,3 chord,Lost Girls,Lindsey Stirling,16713.0,109794.0,,Lost Girls,Lindsey Stirling,48.0,2016-08-19
Lindsey Stirling,"4,5,1",Bridge,Master Of Tides,3 chord,Master of Tides,Lindsey Stirling,33354.0,242836.0,"violin, electronic, pop classical, Classical, instrumental",Master of Tides,Lindsey Stirling,51.0,2014-04-29
Lindsey Stirling,"1,5,4",Verse,Mirror Haus,3 chord,Mirror Haus,Lindsey Stirling,32898.0,212304.0,"dubstep, violin, instrumental, electronic, Classical",Mirror Haus,Lindsey Stirling,47.0,2014-04-29
Lindsey Stirling,"4,5,6",Chorus,Moon Trance,3 chord,,,,,,,,,
Lindsey Stirling,"1,5,6",Pre-Chorus and Chorus,Shadows,3 chord,Shadows,Lindsey Stirling,79901.0,751627.0,"instrumental, Classical, violin, electronica, Electric Strings",Shadows,Lindsey Stirling,51.0,2012
Lindsey Stirling,"1,6,4",Intro,Song of the Caged Bird,3 chord,Song of the Caged Bird,Lindsey Stirling,74726.0,565463.0,"instrumental, violin, Classical, Electric Strings, neo-classical",Song of the Caged Bird,Lindsey Stirling,48.0,2012
Lindsey Stirling,"4,6,1",Chorus,Sun Skip,3 chord,Sun Skip,Lindsey Stirling,10817.0,88710.0,"instrumental, winnielaurel, WeeHermione",,,,
Lindsey Stirling,"6,4,1",Intro,Transcendence,3 chord,Transcendence,Lindsey Stirling,68364.0,564583.0,"instrumental, violin, electronic, Electric Strings, trance",Transcendence,Lindsey Stirling,50.0,2012
Lindsey Stirling ft Lzzy Hale,"1,4,6",Intro and Verse,Shatter Me,3 chord,Shatter Me,Lindsey Stirling,32048.0,244280.0,"violin, dubstep, lindsey stirling, vocal, power pop",,,,
Link's Awakening,"6,5,4",Verse,Tal Tal Heights,3 chord,Tal Tal Heights,Link's Awakening,19.0,346.0,,,,,
Linked Horizon,"4,5,6",Chorus,Guren no Yumiya,3 chord,Guren no Yumiya,Linked Horizon,26911.0,332650.0,"anime, shingeki no kyojin, attack on titan, japanese, how to feel like a badass bitch",Guren no Yumiya,Linked Horizon,65.0,2018-07-11
Linkin Park,"6,1,5",Verse,Burning In The Skies,3 chord,Burning in the Skies,Linkin Park,224570.0,2087919.0,"alternative rock, rock, electronic, Linkin Park, alternative",Burning in the Skies,Linkin Park,46.0,2010-09-08
Linkin Park,"1,5,6",Chorus,Castle Of Glass,3 chord,Castle of Glass,Linkin Park,287840.0,2699600.0,"alternative rock, rock, alternative, electronic rock, Linkin Park",,,,
Linkin Park,"1,5,1",Chorus,In The End,3 chord,In the End,Linkin Park,1443247.0,12808490.0,"rock, Nu Metal, Linkin Park, alternative rock, alternative",In the End,Linkin Park,85.0,2000-10-24
